Full_Dataset_Row_Index,Speaker,Sentence,Case_Name,Case_Type,Transcript_Type,Transcript_Date,clean_text,tokenized_text,Data_Split,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Sentence_Date_Normalized,Document_Date,Anchor_Date
31.0,,"All right, ready for the jury?",Depp,Civil,,2022-04-12,"All right, ready for the jury?","['All', 'right', ',', 'ready', 'for', 'the', 'jury', '?']",UNLABELED,0.0,[],,,,,,
32.0,Mr. Chew:," Yes, Your Honor.",Depp,Civil,,2022-04-12," Yes, Your Honor.","['Yes', ',', 'Your', 'Honor', '.']",UNUSED,0.0,[],,,,,,
33.0,Judge Azcarate:," Okay, great.",Depp,Civil,,2022-04-12," Okay, great.","['Okay', ',', 'great', '.']",UNLABELED,0.0,[],,,,,,
34.0,,All right.,Depp,Civil,,2022-04-12,All right.,"['All', 'right', '.']",UNUSED,0.0,[],,,,,,
35.0,,"Good morning, ladies and gentlemen.",Depp,Civil,,2022-04-12,"Good morning, ladies and gentlemen.","['Good', 'morning', ',', 'ladies', 'and', 'gentlemen', '.']",UNUSED,0.0,[],,,,,,
36.0,,"If I can have you move your water down by your chair, just not have anything there.",Depp,Civil,,2022-04-12,"If I can have you move your water down by your chair, just not have anything there.","['If', 'I', 'can', 'have', 'you', 'move', 'your', 'water', 'down', 'by', 'your', 'chair', ',', 'just', 'not', 'have', 'anything', 'there', '.']",UNLABELED,0.0,[],,,,,,
37.0,,"If we get electronics and we mess up the

electronics, I get in trouble.",Depp,Civil,,2022-04-12,"If we get electronics and we mess up the electronics, I get in trouble.","['If', 'we', 'get', 'electronics', 'and', 'we', 'mess', 'up', 'the', 'electronics', ',', 'I', 'get', 'in', 'trouble', '.']",UNLABELED,0.0,[],,,,,,
38.0,,"So, thank you.",Depp,Civil,,2022-04-12,"So, thank you.","['So', ',', 'thank', 'you', '.']",UNLABELED,0.0,[],,,,,,
39.0,,I hope you like the seat that you're in.,Depp,Civil,,2022-04-12,I hope you like the seat that you're in.,"['I', 'hope', 'you', 'like', 'the', 'seat', 'that', 'you', ""'re"", 'in', '.']",UNLABELED,0.0,[],,,,,,
40.0,,I'd like you to stay in that seat for the duration.,Depp,Civil,,2022-04-12,I'd like you to stay in that seat for the duration.,"['I', ""'d"", 'like', 'you', 'to', 'stay', 'in', 'that', 'seat', 'for', 'the', 'duration', '.']",UNLABELED,0.0,[],,,,,,
41.0,,I'd appreciate it.,Depp,Civil,,2022-04-12,I'd appreciate it.,"['I', ""'d"", 'appreciate', 'it', '.']",UNLABELED,0.0,[],,,,,,
42.0,,I hope you had a good evening.,Depp,Civil,,2022-04-12,I hope you had a good evening.,"['I', 'hope', 'you', 'had', 'a', 'good', 'evening', '.']",UNLABELED,0.0,[],,,,,,
43.0,,All right.,Depp,Civil,,2022-04-12,All right.,"['All', 'right', '.']",UNUSED,0.0,[],,,,,,
44.0,,"Thank you, and thank you for being punctual today.",Depp,Civil,,2022-04-12,"Thank you, and thank you for being punctual today.","['Thank', 'you', ',', 'and', 'thank', 'you', 'for', 'being', 'punctual', 'today', '.']",TR,1.0,"[{'text': 'today', 'score': 0.874, 'start_pos': 44, 'end_pos': 49}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,,
45.0,,I appreciate it.,Depp,Civil,,2022-04-12,I appreciate it.,"['I', 'appreciate', 'it', '.']",UNLABELED,0.0,[],,,,,,
46.0,,You can have a seat.,Depp,Civil,,2022-04-12,You can have a seat.,"['You', 'can', 'have', 'a', 'seat', '.']",UNLABELED,0.0,[],,,,,,
47.0,,All right.,Depp,Civil,,2022-04-12,All right.,"['All', 'right', '.']",UNUSED,0.0,[],,,,,,
48.0,,Are we ready with opening statements?,Depp,Civil,,2022-04-12,Are we ready with opening statements?,"['Are', 'we', 'ready', 'with', 'opening', 'statements', '?']",UNLABELED,0.0,[],,,,,,
49.0,Mr. Chew:," Yes, Your Honor.",Depp,Civil,,2022-04-12," Yes, Your Honor.","['Yes', ',', 'Your', 'Honor', '.']",UNUSED,0.0,[],,,,,,
50.0,Judge Azcarate:, All right.,Depp,Civil,,2022-04-12, All right.,"['All', 'right', '.']",UNUSED,0.0,[],,,,,,
51.0,,"Go ahead, sir.",Depp,Civil,,2022-04-12,"Go ahead, sir.","['Go', 'ahead', ',', 'sir', '.']",UNLABELED,0.0,[],,,,,,
52.0,Mr. Chew:, Good morning.,Depp,Civil,,2022-04-12, Good morning.,"['Good', 'morning', '.']",UNUSED,0.0,[],,,,,,
53.0,,My name is Ben Chew.,Depp,Civil,,2022-04-12,My name is Ben Chew.,"['My', 'name', 'is', 'Ben', 'Chew', '.']",UNLABELED,0.0,[],,,,,,
54.0,,"My colleagues and I from Brown Rudnick are truly honored to represent the plaintiff in this case, Johnny Depp.",Depp,Civil,,2022-04-12,"My colleagues and I from Brown Rudnick are truly honored to represent the plaintiff in this case, Johnny Depp.","['My', 'colleagues', 'and', 'I', 'from', 'Brown', 'Rudnick', 'are', 'truly', 'honored', 'to', 'represent', 'the', 'plaintiff', 'in', 'this', 'case', ',', 'Johnny', 'Depp', '.']",UNLABELED,0.0,[],,,,,,
55.0,,"Some of you may recognize Mr. Depp from seeing him portray characters such as Edward Scissorhands or Captain Jack Sparrow from the ""Pirates of the Caribbean"" movies.",Depp,Civil,,2022-04-12,"Some of you may recognize Mr. Depp from seeing him portray characters such as Edward Scissorhands or Captain Jack Sparrow from the ""Pirates of the Caribbean"" movies.","['Some', 'of', 'you', 'may', 'recognize', 'Mr.', 'Depp', 'from', 'seeing', 'him', 'portray', 'characters', 'such', 'as', 'Edward', 'Scissorhands', 'or', 'Captain', 'Jack', 'Sparrow', 'from', 'the', '``', 'Pirates', 'of', 'the', 'Caribbean', ""''"", 'movies', '.']",UNLABELED,0.0,[],,,,,,
56.0,,"For nearly 30 years, Mr. Depp built a reputation as one of the most talented actors in Hollywood, a respected artist whose name was associated with success at the box office.",Depp,Civil,,2022-04-12,"For nearly 30 years, Mr. Depp built a reputation as one of the most talented actors in Hollywood, a respected artist whose name was associated with success at the box office.","['For', 'nearly', '30', 'years', ',', 'Mr.', 'Depp', 'built', 'a', 'reputation', 'as', 'one', 'of', 'the', 'most', 'talented', 'actors', 'in', 'Hollywood', ',', 'a', 'respected', 'artist', 'whose', 'name', 'was', 'associated', 'with', 'success', 'at', 'the', 'box', 'office', '.']",TR,1.0,"[{'text': 'nearly 30 years', 'score': 0.846, 'start_pos': 4, 'end_pos': 19}]","['O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,,
57.0,,"Today, his name is associated with a lie, a false statement uttered by his former wife, the defendant, Amber Heard, that falsely cast Mr.
Depp, falsely and unfairly characterized, cast Mr. Depp as a villain, a man who would violently abuse a woman.",Depp,Civil,,2022-04-12,"Today, his name is associated with a lie, a false statement uttered by his former wife, the defendant, Amber Heard, that falsely cast Mr. Depp, falsely and unfairly characterized, cast Mr. Depp as a villain, a man who would violently abuse a woman.","['Today', ',', 'his', 'name', 'is', 'associated', 'with', 'a', 'lie', ',', 'a', 'false', 'statement', 'uttered', 'by', 'his', 'former', 'wife', ',', 'the', 'defendant', ',', 'Amber', 'Heard', ',', 'that', 'falsely', 'cast', 'Mr.', 'Depp', ',', 'falsely', 'and', 'unfairly', 'characterized', ',', 'cast', 'Mr.', 'Depp', 'as', 'a', 'villain', ',', 'a', 'man', 'who', 'would', 'violently', 'abuse', 'a', 'woman', '.']",TST,1.0,"[{'text': 'Today', 'score': 0.951, 'start_pos': 0, 'end_pos': 5}]","['S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","xxxTodayxxx, his name is associated with a lie, a false statement uttered by his former wife, the defendant, Amber Heard, that falsely cast Mr. Depp, falsely and unfairly characterized, cast Mr. Depp as a villain, a man who would violently abuse a woman.",2022-04-12 00:00:00,,
58.0,,This is a defamation case.,Depp,Civil,,2022-04-12,This is a defamation case.,"['This', 'is', 'a', 'defamation', 'case', '.']",UNLABELED,0.0,[],,,,,,
59.0,,It's a case about how devastating words can be when they are false and uttered publicly.,Depp,Civil,,2022-04-12,It's a case about how devastating words can be when they are false and uttered publicly.,"['It', ""'s"", 'a', 'case', 'about', 'how', 'devastating', 'words', 'can', 'be', 'when', 'they', 'are', 'false', 'and', 'uttered', 'publicly', '.']",UNLABELED,0.0,[],,,,,,
60.0,,"Under the law, a person who makes a false statement about someone else can be held responsible for the harm that results from that falsehood.",Depp,Civil,,2022-04-12,"Under the law, a person who makes a false statement about someone else can be held responsible for the harm that results from that falsehood.","['Under', 'the', 'law', ',', 'a', 'person', 'who', 'makes', 'a', 'false', 'statement', 'about', 'someone', 'else', 'can', 'be', 'held', 'responsible', 'for', 'the', 'harm', 'that', 'results', 'from', 'that', 'falsehood', '.']",UNLABELED,0.0,[],,,,,,
61.0,,That's because words matter.,Depp,Civil,,2022-04-12,That's because words matter.,"['That', ""'s"", 'because', 'words', 'matter', '.']",UNLABELED,0.0,[],,,,,,
62.0,,They paint a picture in our mind based on what we have experienced and what we know or what we think we know.,Depp,Civil,,2022-04-12,They paint a picture in our mind based on what we have experienced and what we know or what we think we know.,"['They', 'paint', 'a', 'picture', 'in', 'our', 'mind', 'based', 'on', 'what', 'we', 'have', 'experienced', 'and', 'what', 'we', 'know', 'or', 'what', 'we', 'think', 'we', 'know', '.']",UNLABELED,0.0,[],,,,,,
63.0,,"And because of that, words can evoke strong emotions in the listener and cause irreparable harm to a person's reputation.",Depp,Civil,,2022-04-12,"And because of that, words can evoke strong emotions in the listener and cause irreparable harm to a person's reputation.","['And', 'because', 'of', 'that', ',', 'words', 'can', 'evoke', 'strong', 'emotions', 'in', 'the', 'listener', 'and', 'cause', 'irreparable', 'harm', 'to', 'a', 'person', ""'s"", 'reputation', '.']",UNLABELED,0.0,[],,,,,,
64.0,,"And when, like Mr. Depp, your career depends upon your image and your reputation or whether movie producers want their films associated with you, that harm can be particularly devastating.",Depp,Civil,,2022-04-12,"And when, like Mr. Depp, your career depends upon your image and your reputation or whether movie producers want their films associated with you, that harm can be particularly devastating.","['And', 'when', ',', 'like', 'Mr.', 'Depp', ',', 'your', 'career', 'depends', 'upon', 'your', 'image', 'and', 'your', 'reputation', 'or', 'whether', 'movie', 'producers', 'want', 'their', 'films', 'associated', 'with', 'you', ',', 'that', 'harm', 'can', 'be', 'particularly', 'devastating', '.']",UNLABELED,0.0,[],,,,,,
65.0,,"This is a case about the impact of Amber Heard's words on Johnny Depp, specifically, the words that she used in an op-ed published in ""The Washington Post"" in December 2018, which is shown on the screens.",Depp,Civil,,2022-04-12,"This is a case about the impact of Amber Heard's words on Johnny Depp, specifically, the words that she used in an op-ed published in ""The Washington Post"" in December 2018, which is shown on the screens.","['This', 'is', 'a', 'case', 'about', 'the', 'impact', 'of', 'Amber', 'Heard', ""'s"", 'words', 'on', 'Johnny', 'Depp', ',', 'specifically', ',', 'the', 'words', 'that', 'she', 'used', 'in', 'an', 'op-ed', 'published', 'in', '``', 'The', 'Washington', 'Post', ""''"", 'in', 'December', '2018', ',', 'which', 'is', 'shown', 'on', 'the', 'screens', '.']",TR,1.0,"[{'text': 'December 2018', 'score': 0.899, 'start_pos': 159, 'end_pos': 172}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O']",,,,,
66.0,,"And the op-ed was published, and this is no accident, the evidence will show, on the eve of her first major acting role in the movie ""Aquaman.""",Depp,Civil,,2022-04-12,"And the op-ed was published, and this is no accident, the evidence will show, on the eve of her first major acting role in the movie ""Aquaman.""","['And', 'the', 'op-ed', 'was', 'published', ',', 'and', 'this', 'is', 'no', 'accident', ',', 'the', 'evidence', 'will', 'show', ',', 'on', 'the', 'eve', 'of', 'her', 'first', 'major', 'acting', 'role', 'in', 'the', 'movie', '``', 'Aquaman', '.', ""''""]",TST,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","And the op-ed was published, and this is no accident, the evidence will show, on the eve of her first major acting role in the movie ""Aquaman.""",,,
67.0,,"The evidence will show, that's no coincidence.",Depp,Civil,,2022-04-12,"The evidence will show, that's no coincidence.","['The', 'evidence', 'will', 'show', ',', 'that', ""'s"", 'no', 'coincidence', '.']",UNLABELED,0.0,[],,,,,,
68.0,,"The evidence will show the words that Ms. Heard used, which are the subject of Mr. Depp's defamation suit against her.",Depp,Civil,,2022-04-12,"The evidence will show the words that Ms. Heard used, which are the subject of Mr. Depp's defamation suit against her.","['The', 'evidence', 'will', 'show', 'the', 'words', 'that', 'Ms.', 'Heard', 'used', ',', 'which', 'are', 'the', 'subject', 'of', 'Mr.', 'Depp', ""'s"", 'defamation', 'suit', 'against', 'her', '.']",UNLABELED,0.0,[],,,,,,
69.0,,And there are three statements that we respectfully ask each of you to focus on.,Depp,Civil,,2022-04-12,And there are three statements that we respectfully ask each of you to focus on.,"['And', 'there', 'are', 'three', 'statements', 'that', 'we', 'respectfully', 'ask', 'each', 'of', 'you', 'to', 'focus', 'on', '.']",UNLABELED,0.0,[],,,,,,
70.0,,"Statement number one, ""I spoke up against sexual violence and faced our culture's wrath.""",Depp,Civil,,2022-04-12,"Statement number one, ""I spoke up against sexual violence and faced our culture's wrath.""","['Statement', 'number', 'one', ',', '``', 'I', 'spoke', 'up', 'against', 'sexual', 'violence', 'and', 'faced', 'our', 'culture', ""'s"", 'wrath', '.', ""''""]",UNLABELED,0.0,[],,,,,,
71.0,,"Statement number two, ""Two years ago, I became a public figure representing domestic abuse.""",Depp,Civil,,2022-04-12,"Statement number two, ""Two years ago, I became a public figure representing domestic abuse.""","['Statement', 'number', 'two', ',', '``', 'Two', 'years', 'ago', ',', 'I', 'became', 'a', 'public', 'figure', 'representing', 'domestic', 'abuse', '.', ""''""]",TR,1.0,"[{'text': 'Two years ago', 'score': 0.762, 'start_pos': 23, 'end_pos': 36}]","['O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,,
72.0,,"And I want to repeat that because you're going to hear that throughout the case, because the timing here is critical.",Depp,Civil,,2022-04-12,"And I want to repeat that because you're going to hear that throughout the case, because the timing here is critical.","['And', 'I', 'want', 'to', 'repeat', 'that', 'because', 'you', ""'re"", 'going', 'to', 'hear', 'that', 'throughout', 'the', 'case', ',', 'because', 'the', 'timing', 'here', 'is', 'critical', '.']",UNLABELED,0.0,[],,,,,,
73.0,,"""Two years ago, I became a public figure representing domestic abuse.""",Depp,Civil,,2022-04-12,"""Two years ago, I became a public figure representing domestic abuse.""","['``', 'Two', 'years', 'ago', ',', 'I', 'became', 'a', 'public', 'figure', 'representing', 'domestic', 'abuse', '.', ""''""]",TR,1.0,"[{'text': 'Two years ago', 'score': 0.684, 'start_pos': 1, 'end_pos': 14}]","['B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,,
74.0,,"Statement number three, ""I had the rare vantage point of seeing, in real time, how institutions protect men accused of abuse.""",Depp,Civil,,2022-04-12,"Statement number three, ""I had the rare vantage point of seeing, in real time, how institutions protect men accused of abuse.""","['Statement', 'number', 'three', ',', '``', 'I', 'had', 'the', 'rare', 'vantage', 'point', 'of', 'seeing', ',', 'in', 'real', 'time', ',', 'how', 'institutions', 'protect', 'men', 'accused', 'of', 'abuse', '.', ""''""]",UNLABELED,0.0,[],,,,,,
75.0,,Ms. Heard did not use Mr. Depp's name in the op-ed.,Depp,Civil,,2022-04-12,Ms. Heard did not use Mr. Depp's name in the op-ed.,"['Ms.', 'Heard', 'did', 'not', 'use', 'Mr.', 'Depp', ""'s"", 'name', 'in', 'the', 'op-ed', '.']",UNLABELED,0.0,[],,,,,,
76.0,,She didn't have to.,Depp,Civil,,2022-04-12,She didn't have to.,"['She', 'did', ""n't"", 'have', 'to', '.']",UNLABELED,0.0,[],,,,,,
77.0,,"She didn't have to because the evidence will show that everyone in Hollywood, where Mr. Depp and Ms. Heard both have their careers, and many others outside Hollywood knew exactly what she was talking about when she used the word, ""Two years ago, I became a public figure representing domestic abuse.""",Depp,Civil,,2022-04-12,"She didn't have to because the evidence will show that everyone in Hollywood, where Mr. Depp and Ms. Heard both have their careers, and many others outside Hollywood knew exactly what she was talking about when she used the word, ""Two years ago, I became a public figure representing domestic abuse.""","['She', 'did', ""n't"", 'have', 'to', 'because', 'the', 'evidence', 'will', 'show', 'that', 'everyone', 'in', 'Hollywood', ',', 'where', 'Mr.', 'Depp', 'and', 'Ms.', 'Heard', 'both', 'have', 'their', 'careers', ',', 'and', 'many', 'others', 'outside', 'Hollywood', 'knew', 'exactly', 'what', 'she', 'was', 'talking', 'about', 'when', 'she', 'used', 'the', 'word', ',', '``', 'Two', 'years', 'ago', ',', 'I', 'became', 'a', 'public', 'figure', 'representing', 'domestic', 'abuse', '.', ""''""]",TR,1.0,"[{'text': 'Two years ago', 'score': 0.725, 'start_pos': 231, 'end_pos': 244}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,,
