Full_Dataset_Row_Index,Speaker,Sentence,Case_Name,Case_Type,Transcript_Type,Transcript_Date,clean_text,tokenized_text,Data_Split,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Sentence_Date_Normalized,Document_Date,Anchor_Date
10.0,,"The problem is that we can't tell from Dr. Isaacson's   report, as Dr. Neal will testify, whether confusion that is   purported to be measured is caused by the Birkin word mark, the   Birkin trade dress or the Hermès word mark.",Hermes,Civil,Trial,2023-02-26,"The problem is that we can't tell from Dr. Isaacson's report, as Dr. Neal will testify, whether confusion that is purported to be measured is caused by the Birkin word mark, the Birkin trade dress or the Hermès word mark.","['The', 'problem', 'is', 'that', 'we', 'ca', ""n't"", 'tell', 'from', 'Dr.', 'Isaacson', ""'s"", 'report', ',', 'as', 'Dr.', 'Neal', 'will', 'testify', ',', 'whether', 'confusion', 'that', 'is', 'purported', 'to', 'be', 'measured', 'is', 'caused', 'by', 'the', 'Birkin', 'word', 'mark', ',', 'the', 'Birkin', 'trade', 'dress', 'or', 'the', 'Hermès', 'word', 'mark', '.']",UNUSED,,,,,,,,
11.0,,"Hermès now says, well, the Hermès word mark is just an   aggravating factor.",Hermes,Civil,Trial,2023-02-26,"Hermès now says, well, the Hermès word mark is just an aggravating factor.","['Hermès', 'now', 'says', ',', 'well', ',', 'the', 'Hermès', 'word', 'mark', 'is', 'just', 'an', 'aggravating', 'factor', '.']",UNUSED,,,,,,,,
12.0,,Okay.,Hermes,Civil,Trial,2023-02-26,Okay.,"['Okay', '.']",UNUSED,0.0,[],,,,,,
13.0,,"But the problem there is, first, we   need to know if the marks that are actually in the claim are   causing confusion.",Hermes,Civil,Trial,2023-02-26,"But the problem there is, first, we need to know if the marks that are actually in the claim are causing confusion.","['But', 'the', 'problem', 'there', 'is', ',', 'first', ',', 'we', 'need', 'to', 'know', 'if', 'the', 'marks', 'that', 'are', 'actually', 'in', 'the', 'claim', 'are', 'causing', 'confusion', '.']",TR,0.0,[],,,,,,
14.0,,Then we can assess whether the Hermès mark   is an aggravating factor.,Hermes,Civil,Trial,2023-02-26,Then we can assess whether the Hermès mark is an aggravating factor.,"['Then', 'we', 'can', 'assess', 'whether', 'the', 'Hermès', 'mark', 'is', 'an', 'aggravating', 'factor', '.']",UNUSED,,,,,,,,
15.0,,"As the record stands now, your Honor, given their   posture in this litigation, the Hermès word mark's presence in    the test stimulus but not in the control stimulus, your Honor,   is in fact a confound to this report.",Hermes,Civil,Trial,2023-02-26,"As the record stands now, your Honor, given their posture in this litigation, the Hermès word mark's presence in the test stimulus but not in the control stimulus, your Honor, is in fact a confound to this report.","['As', 'the', 'record', 'stands', 'now', ',', 'your', 'Honor', ',', 'given', 'their', 'posture', 'in', 'this', 'litigation', ',', 'the', 'Hermès', 'word', 'mark', ""'s"", 'presence', 'in', 'the', 'test', 'stimulus', 'but', 'not', 'in', 'the', 'control', 'stimulus', ',', 'your', 'Honor', ',', 'is', 'in', 'fact', 'a', 'confound', 'to', 'this', 'report', '.']",UNUSED,,,,,,,,
16.0,,That we think is an important element of evidence for   the jury to understand.,Hermes,Civil,Trial,2023-02-26,That we think is an important element of evidence for the jury to understand.,"['That', 'we', 'think', 'is', 'an', 'important', 'element', 'of', 'evidence', 'for', 'the', 'jury', 'to', 'understand', '.']",UNLABELED,0.0,[],,,,,,
17.0,,"We think that unless Dr. Neal is   allowed, now that Hermès has clarified their claim, to testify   to this, we would be materially prejudiced.",Hermes,Civil,Trial,2023-02-26,"We think that unless Dr. Neal is allowed, now that Hermès has clarified their claim, to testify to this, we would be materially prejudiced.","['We', 'think', 'that', 'unless', 'Dr.', 'Neal', 'is', 'allowed', ',', 'now', 'that', 'Hermès', 'has', 'clarified', 'their', 'claim', ',', 'to', 'testify', 'to', 'this', ',', 'we', 'would', 'be', 'materially', 'prejudiced', '.']",UNUSED,,,,,,,,
18.0,,That is why we put   in the supplemental report.,Hermes,Civil,Trial,2023-02-26,That is why we put in the supplemental report.,"['That', 'is', 'why', 'we', 'put', 'in', 'the', 'supplemental', 'report', '.']",UNLABELED,0.0,[],,,,,,
19.0,,"By the way, Dr. Neal, I should add, in his initial   report made an analysis that relates directly to this issue.",Hermes,Civil,Trial,2023-02-26,"By the way, Dr. Neal, I should add, in his initial report made an analysis that relates directly to this issue.","['By', 'the', 'way', ',', 'Dr.', 'Neal', ',', 'I', 'should', 'add', ',', 'in', 'his', 'initial', 'report', 'made', 'an', 'analysis', 'that', 'relates', 'directly', 'to', 'this', 'issue', '.']",UNLABELED,0.0,[],,,,,,
20.0,,"In fact, this supplemental report is an extension of that   analysis.",Hermes,Civil,Trial,2023-02-26,"In fact, this supplemental report is an extension of that analysis.","['In', 'fact', ',', 'this', 'supplemental', 'report', 'is', 'an', 'extension', 'of', 'that', 'analysis', '.']",UNLABELED,0.0,[],,,,,,
21.0,,He said that Hermès' expert Dr. Isaacson had tested   all of potential stimuli together and so that you could not   disentangle what element of the so-called confusion had been   caused by each of these elements.,Hermes,Civil,Trial,2023-02-26,He said that Hermès' expert Dr. Isaacson had tested all of potential stimuli together and so that you could not disentangle what element of the so-called confusion had been caused by each of these elements.,"['He', 'said', 'that', 'Hermès', ""'"", 'expert', 'Dr.', 'Isaacson', 'had', 'tested', 'all', 'of', 'potential', 'stimuli', 'together', 'and', 'so', 'that', 'you', 'could', 'not', 'disentangle', 'what', 'element', 'of', 'the', 'so-called', 'confusion', 'had', 'been', 'caused', 'by', 'each', 'of', 'these', 'elements', '.']",UNUSED,,,,,,,,
22.0,,"Now that the Hermès mark is   out, that critique sharpens, and that's what we want to be able   to tell the jury, your Honor.",Hermes,Civil,Trial,2023-02-26,"Now that the Hermès mark is out, that critique sharpens, and that's what we want to be able to tell the jury, your Honor.","['Now', 'that', 'the', 'Hermès', 'mark', 'is', 'out', ',', 'that', 'critique', 'sharpens', ',', 'and', 'that', ""'s"", 'what', 'we', 'want', 'to', 'be', 'able', 'to', 'tell', 'the', 'jury', ',', 'your', 'Honor', '.']",UNUSED,,,,,,,,
23.0,THE COURT:, Let me hear from plaintiff's counsel.,Hermes,Civil,Trial,2023-02-26, Let me hear from plaintiff's counsel.,"['Let', 'me', 'hear', 'from', 'plaintiff', ""'s"", 'counsel', '.']",UNLABELED,0.0,[],,,,,,
24.0,MS. WILCOX:," Thank you, your Honor.",Hermes,Civil,Trial,2023-02-26," Thank you, your Honor.","['Thank', 'you', ',', 'your', 'Honor', '.']",UNUSED,0.0,[],,,,,,
25.0,,This case has not changed in the scope of the rights   that Hermès is claiming are infringed and diluted by Mason   Rothschild's MetaBirkin NFTs.,Hermes,Civil,Trial,2023-02-26,This case has not changed in the scope of the rights that Hermès is claiming are infringed and diluted by Mason Rothschild's MetaBirkin NFTs.,"['This', 'case', 'has', 'not', 'changed', 'in', 'the', 'scope', 'of', 'the', 'rights', 'that', 'Hermès', 'is', 'claiming', 'are', 'infringed', 'and', 'diluted', 'by', 'Mason', 'Rothschild', ""'s"", 'MetaBirkin', 'NFTs', '.']",UNUSED,,,,,,,,
26.0,,"We have said since July, when   Dr. Isaacson started this survey and later produced his report,   maintained he was testing the web page metabirkins.com that the   defendant put out and where a person who might be interested in   buying an NFT would go to see what it is all about.",Hermes,Civil,Trial,2023-02-26,"We have said since July, when Dr. Isaacson started this survey and later produced his report, maintained he was testing the web page metabirkins.com that the defendant put out and where a person who might be interested in buying an NFT would go to see what it is all about.","['We', 'have', 'said', 'since', 'July', ',', 'when', 'Dr.', 'Isaacson', 'started', 'this', 'survey', 'and', 'later', 'produced', 'his', 'report', ',', 'maintained', 'he', 'was', 'testing', 'the', 'web', 'page', 'metabirkins.com', 'that', 'the', 'defendant', 'put', 'out', 'and', 'where', 'a', 'person', 'who', 'might', 'be', 'interested', 'in', 'buying', 'an', 'NFT', 'would', 'go', 'to', 'see', 'what', 'it', 'is', 'all', 'about', '.']",TR,1.0,"[{'text': 'July', 'score': 0.625, 'start_pos': 19, 'end_pos': 23}]","['O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,,
27.0,,"It is the use of the Birkin name and a slogan as part   of MetaBirkins of course, and that the actual designs of the   digital images copy the trade dress, those are the key   elements.",Hermes,Civil,Trial,2023-02-26,"It is the use of the Birkin name and a slogan as part of MetaBirkins of course, and that the actual designs of the digital images copy the trade dress, those are the key elements.","['It', 'is', 'the', 'use', 'of', 'the', 'Birkin', 'name', 'and', 'a', 'slogan', 'as', 'part', 'of', 'MetaBirkins', 'of', 'course', ',', 'and', 'that', 'the', 'actual', 'designs', 'of', 'the', 'digital', 'images', 'copy', 'the', 'trade', 'dress', ',', 'those', 'are', 'the', 'key', 'elements', '.']",UNLABELED,0.0,[],,,,,,
28.0,,The fact that there was a disclaimer that mentioned   Hermès the company that puts out these products three times was   also very relevant to Dr. Isaacson.,Hermes,Civil,Trial,2023-02-26,The fact that there was a disclaimer that mentioned Hermès the company that puts out these products three times was also very relevant to Dr. Isaacson.,"['The', 'fact', 'that', 'there', 'was', 'a', 'disclaimer', 'that', 'mentioned', 'Hermès', 'the', 'company', 'that', 'puts', 'out', 'these', 'products', 'three', 'times', 'was', 'also', 'very', 'relevant', 'to', 'Dr.', 'Isaacson', '.']",UNUSED,,,,,,,,
29.0,,He grouped all of those   things together because that is what the real world is.,Hermes,Civil,Trial,2023-02-26,He grouped all of those things together because that is what the real world is.,"['He', 'grouped', 'all', 'of', 'those', 'things', 'together', 'because', 'that', 'is', 'what', 'the', 'real', 'world', 'is', '.']",UNLABELED,0.0,[],,,,,,
30.0,,The survey is meant to capture as much of the real   world as the purchaser sees things as possible.,Hermes,Civil,Trial,2023-02-26,The survey is meant to capture as much of the real world as the purchaser sees things as possible.,"['The', 'survey', 'is', 'meant', 'to', 'capture', 'as', 'much', 'of', 'the', 'real', 'world', 'as', 'the', 'purchaser', 'sees', 'things', 'as', 'possible', '.']",UNLABELED,0.0,[],,,,,,
31.0,,So that's what   he did.,Hermes,Civil,Trial,2023-02-26,So that's what he did.,"['So', 'that', ""'s"", 'what', 'he', 'did', '.']",UNLABELED,0.0,[],,,,,,
32.0,THE COURT:," So my view is this: First, whatever may   have been said in the complaint throughout this case, it's been   the plaintiff's consistent position and the Court's   understanding that the mark that was being infringed allegedly   was the Birkin mark, as my instructions indicate, and that the   reference to Hermès was part of the overall picture, but was   not a separate claim.",Hermes,Civil,Trial,2023-02-26," So my view is this: First, whatever may have been said in the complaint throughout this case, it's been the plaintiff's consistent position and the Court's understanding that the mark that was being infringed allegedly was the Birkin mark, as my instructions indicate, and that the reference to Hermès was part of the overall picture, but was not a separate claim.","['So', 'my', 'view', 'is', 'this', ':', 'First', ',', 'whatever', 'may', 'have', 'been', 'said', 'in', 'the', 'complaint', 'throughout', 'this', 'case', ',', 'it', ""'s"", 'been', 'the', 'plaintiff', ""'s"", 'consistent', 'position', 'and', 'the', 'Court', ""'s"", 'understanding', 'that', 'the', 'mark', 'that', 'was', 'being', 'infringed', 'allegedly', 'was', 'the', 'Birkin', 'mark', ',', 'as', 'my', 'instructions', 'indicate', ',', 'and', 'that', 'the', 'reference', 'to', 'Hermès', 'was', 'part', 'of', 'the', 'overall', 'picture', ',', 'but', 'was', 'not', 'a', 'separate', 'claim', '.']",UNUSED,,,,,,,,
33.0,,So I don't see the basis at this very late stage for a   supplemental report from Dr. Neal.,Hermes,Civil,Trial,2023-02-26,So I don't see the basis at this very late stage for a supplemental report from Dr. Neal.,"['So', 'I', 'do', ""n't"", 'see', 'the', 'basis', 'at', 'this', 'very', 'late', 'stage', 'for', 'a', 'supplemental', 'report', 'from', 'Dr.', 'Neal', '.']",UNLABELED,0.0,[],,,,,,
34.0,,"I do think that for what   was just represented by defense counsel about what's in his   original report that he still then can make the argument that   different things are being globbed together and that that makes   the survey less useful, less valuable than it might otherwise   be or whatever he wants to conclude in that regard.",Hermes,Civil,Trial,2023-02-26,"I do think that for what was just represented by defense counsel about what's in his original report that he still then can make the argument that different things are being globbed together and that that makes the survey less useful, less valuable than it might otherwise be or whatever he wants to conclude in that regard.","['I', 'do', 'think', 'that', 'for', 'what', 'was', 'just', 'represented', 'by', 'defense', 'counsel', 'about', 'what', ""'s"", 'in', 'his', 'original', 'report', 'that', 'he', 'still', 'then', 'can', 'make', 'the', 'argument', 'that', 'different', 'things', 'are', 'being', 'globbed', 'together', 'and', 'that', 'that', 'makes', 'the', 'survey', 'less', 'useful', ',', 'less', 'valuable', 'than', 'it', 'might', 'otherwise', 'be', 'or', 'whatever', 'he', 'wants', 'to', 'conclude', 'in', 'that', 'regard', '.']",UNLABELED,0.0,[],,,,,,
35.0,,"Someone should go tell Dr. Neal, since he's going to    be on the stand in ten minutes, that that's how we're going to   handle it.",Hermes,Civil,Trial,2023-02-26,"Someone should go tell Dr. Neal, since he's going to be on the stand in ten minutes, that that's how we're going to handle it.","['Someone', 'should', 'go', 'tell', 'Dr.', 'Neal', ',', 'since', 'he', ""'s"", 'going', 'to', 'be', 'on', 'the', 'stand', 'in', 'ten', 'minutes', ',', 'that', 'that', ""'s"", 'how', 'we', ""'re"", 'going', 'to', 'handle', 'it', '.']",UNLABELED,0.0,[],,,,,,
36.0,,"Now, the other issue that I wanted to be sure to   reach, because we will be going into summations after   Dr. Neal's testimony, is Instruction No.",Hermes,Civil,Trial,2023-02-26,"Now, the other issue that I wanted to be sure to reach, because we will be going into summations after Dr. Neal's testimony, is Instruction No.","['Now', ',', 'the', 'other', 'issue', 'that', 'I', 'wanted', 'to', 'be', 'sure', 'to', 'reach', ',', 'because', 'we', 'will', 'be', 'going', 'into', 'summations', 'after', 'Dr.', 'Neal', ""'s"", 'testimony', ',', 'is', 'Instruction', 'No', '.']",UNLABELED,0.0,[],,,,,,
37.0,,"14, particularly the   third paragraph of it.",Hermes,Civil,Trial,2023-02-26,"14, particularly the third paragraph of it.","['14', ',', 'particularly', 'the', 'third', 'paragraph', 'of', 'it', '.']",TR,0.0,[],,,,,,
38.0,,"I spent a good deal of the weekend reflecting on the   various excellent arguments I have received from both sides at   the charging conference, and the instructions that I sent you   over the weekend reflect my rulings.",Hermes,Civil,Trial,2023-02-26,"I spent a good deal of the weekend reflecting on the various excellent arguments I have received from both sides at the charging conference, and the instructions that I sent you over the weekend reflect my rulings.","['I', 'spent', 'a', 'good', 'deal', 'of', 'the', 'weekend', 'reflecting', 'on', 'the', 'various', 'excellent', 'arguments', 'I', 'have', 'received', 'from', 'both', 'sides', 'at', 'the', 'charging', 'conference', ',', 'and', 'the', 'instructions', 'that', 'I', 'sent', 'you', 'over', 'the', 'weekend', 'reflect', 'my', 'rulings', '.']",TR,1.0,"[{'text': 'the weekend', 'score': 0.919, 'start_pos': 23, 'end_pos': 34}, {'text': 'the weekend', 'score': 0.911, 'start_pos': 189, 'end_pos': 200}]","['O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O']",,,,,
39.0,,"I will note one thing for the record, since it was one   of the issues that I was uncertain about, in the end I have put   the instructions regarding the three claims first, before the   instruction on First Amendment protection for several reasons.",Hermes,Civil,Trial,2023-02-26,"I will note one thing for the record, since it was one of the issues that I was uncertain about, in the end I have put the instructions regarding the three claims first, before the instruction on First Amendment protection for several reasons.","['I', 'will', 'note', 'one', 'thing', 'for', 'the', 'record', ',', 'since', 'it', 'was', 'one', 'of', 'the', 'issues', 'that', 'I', 'was', 'uncertain', 'about', ',', 'in', 'the', 'end', 'I', 'have', 'put', 'the', 'instructions', 'regarding', 'the', 'three', 'claims', 'first', ',', 'before', 'the', 'instruction', 'on', 'First', 'Amendment', 'protection', 'for', 'several', 'reasons', '.']",TST,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","I will note one thing for the record, since it was one of the issues that I was uncertain about, in the end I have put the instructions regarding the three claims first, before the   instruction on First Amendment protection for several reasons.",,,
40.0,,One is I think that's the more logical way for the   jury to proceed.,Hermes,Civil,Trial,2023-02-26,One is I think that's the more logical way for the jury to proceed.,"['One', 'is', 'I', 'think', 'that', ""'s"", 'the', 'more', 'logical', 'way', 'for', 'the', 'jury', 'to', 'proceed', '.']",UNLABELED,0.0,[],,,,,,
41.0,,If there's no infringement they don't reach   the First Amendment question.,Hermes,Civil,Trial,2023-02-26,If there's no infringement they don't reach the First Amendment question.,"['If', 'there', ""'s"", 'no', 'infringement', 'they', 'do', ""n't"", 'reach', 'the', 'First', 'Amendment', 'question', '.']",UNLABELED,0.0,[],,,,,,
42.0,,"Secondly, as we all know, the Supreme Court has taken   cert.",Hermes,Civil,Trial,2023-02-26,"Secondly, as we all know, the Supreme Court has taken cert.","['Secondly', ',', 'as', 'we', 'all', 'know', ',', 'the', 'Supreme', 'Court', 'has', 'taken', 'cert', '.']",UNLABELED,0.0,[],,,,,,
43.0,,"in the Jack Daniels case, so it's possible the Rogers   test may not survive, though I personally hope it does.",Hermes,Civil,Trial,2023-02-26,"in the Jack Daniels case, so it's possible the Rogers test may not survive, though I personally hope it does.","['in', 'the', 'Jack', 'Daniels', 'case', ',', 'so', 'it', ""'s"", 'possible', 'the', 'Rogers', 'test', 'may', 'not', 'survive', ',', 'though', 'I', 'personally', 'hope', 'it', 'does', '.']",UNLABELED,0.0,[],,,,,,
44.0,,"In   that case, if they found infringement, but found that it was   barred by the First Amendment defense, the Court could then   reinstate the infringement conclusion without having to go   through a whole new trial.",Hermes,Civil,Trial,2023-02-26,"In that case, if they found infringement, but found that it was barred by the First Amendment defense, the Court could then reinstate the infringement conclusion without having to go through a whole new trial.","['In', 'that', 'case', ',', 'if', 'they', 'found', 'infringement', ',', 'but', 'found', 'that', 'it', 'was', 'barred', 'by', 'the', 'First', 'Amendment', 'defense', ',', 'the', 'Court', 'could', 'then', 'reinstate', 'the', 'infringement', 'conclusion', 'without', 'having', 'to', 'go', 'through', 'a', 'whole', 'new', 'trial', '.']",UNLABELED,0.0,[],,,,,,
45.0,,"We might still have to have a trial   of damages, but that would be a much more abbreviated matter.",Hermes,Civil,Trial,2023-02-26,"We might still have to have a trial of damages, but that would be a much more abbreviated matter.","['We', 'might', 'still', 'have', 'to', 'have', 'a', 'trial', 'of', 'damages', ',', 'but', 'that', 'would', 'be', 'a', 'much', 'more', 'abbreviated', 'matter', '.']",UNLABELED,0.0,[],,,,,,
46.0,,But I did add to Instruction No.,Hermes,Civil,Trial,2023-02-26,But I did add to Instruction No.,"['But', 'I', 'did', 'add', 'to', 'Instruction', 'No', '.']",UNLABELED,0.0,[],,,,,,
47.0,,"9, where I am describing the   basic claims, a sentence to flag the First Amendment defense   was coming.",Hermes,Civil,Trial,2023-02-26,"9, where I am describing the basic claims, a sentence to flag the First Amendment defense was coming.","['9', ',', 'where', 'I', 'am', 'describing', 'the', 'basic', 'claims', ',', 'a', 'sentence', 'to', 'flag', 'the', 'First', 'Amendment', 'defense', 'was', 'coming', '.']",TR,0.0,[],,,,,,
48.0,,I think that was a fair resolution of the   competing arguments.,Hermes,Civil,Trial,2023-02-26,I think that was a fair resolution of the competing arguments.,"['I', 'think', 'that', 'was', 'a', 'fair', 'resolution', 'of', 'the', 'competing', 'arguments', '.']",UNLABELED,0.0,[],,,,,,
49.0,,"Now, the more I thought about the Rogers test and the   various cases not just in the Second Circuit but elsewhere that   have elaborated and expanded the Rogers test over the weekend,   the more I thought that on the facts of this case the real   question is the defendant's intent.",Hermes,Civil,Trial,2023-02-26,"Now, the more I thought about the Rogers test and the various cases not just in the Second Circuit but elsewhere that have elaborated and expanded the Rogers test over the weekend, the more I thought that on the facts of this case the real question is the defendant's intent.","['Now', ',', 'the', 'more', 'I', 'thought', 'about', 'the', 'Rogers', 'test', 'and', 'the', 'various', 'cases', 'not', 'just', 'in', 'the', 'Second', 'Circuit', 'but', 'elsewhere', 'that', 'have', 'elaborated', 'and', 'expanded', 'the', 'Rogers', 'test', 'over', 'the', 'weekend', ',', 'the', 'more', 'I', 'thought', 'that', 'on', 'the', 'facts', 'of', 'this', 'case', 'the', 'real', 'question', 'is', 'the', 'defendant', ""'s"", 'intent', '.']",TR,1.0,"[{'text': 'the weekend', 'score': 0.782, 'start_pos': 172, 'end_pos': 183}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATE', 'E-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,,
