Full_Dataset_Row_Index,Speaker,Sentence,Case_Name,Case_Type,Transcript_Type,Transcript_Date,clean_text,tokenized_text,Data_Split,Silver_Flair_Date_Detected,Silver_Flair_Entities,Silver_BIOES_NER_Tags,Gold_BIOES_NER_Tags,Sentence_NER_Annotated,Sentence_Date_Normalized,Document_Date,Anchor_Date
10.0,THE COURT:, All right.,Hill,Civil,Trial,2022-05-17, All right.,"['All', 'right', '.']",UNUSED,0.0,[],,,,,,
11.0,,We're back on the record.,Hill,Civil,Trial,2022-05-17,We're back on the record.,"['We', ""'re"", 'back', 'on', 'the', 'record', '.']",UNLABELED,0.0,[],,,,,,
12.0,,"And where are we starting today in this  or I guess designation, depo designation?",Hill,Civil,Trial,2022-05-17,"And where are we starting today in this or I guess designation, depo designation?","['And', 'where', 'are', 'we', 'starting', 'today', 'in', 'this', 'or', 'I', 'guess', 'designation', ',', 'depo', 'designation', '?']",TR,1.0,"[{'text': 'today', 'score': 0.932, 'start_pos': 26, 'end_pos': 31}]","['O', 'O', 'O', 'O', 'O', 'S-DATE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,,,
13.0,,Are we starting with Lieutenant Taylor?,Hill,Civil,Trial,2022-05-17,Are we starting with Lieutenant Taylor?,"['Are', 'we', 'starting', 'with', 'Lieutenant', 'Taylor', '?']",UNLABELED,0.0,[],,,,,,
14.0,MR. GUTSHALL:," Yes, we are, Your Honor.",Hill,Civil,Trial,2022-05-17," Yes, we are, Your Honor.","['Yes', ',', 'we', 'are', ',', 'Your', 'Honor', '.']",UNLABELED,0.0,[],,,,,,
15.0,THE COURT:, Let me grab that book.,Hill,Civil,Trial,2022-05-17, Let me grab that book.,"['Let', 'me', 'grab', 'that', 'book', '.']",UNLABELED,0.0,[],,,,,,
16.0,,I think I've got that one.,Hill,Civil,Trial,2022-05-17,I think I've got that one.,"['I', 'think', 'I', ""'ve"", 'got', 'that', 'one', '.']",UNLABELED,0.0,[],,,,,,
17.0,MR. GUTSHALL:," And, to be specific, it's his 30(b)(6) deposition.",Hill,Civil,Trial,2022-05-17," And, to be specific, it's his 30(b)(6) deposition.","['And', ',', 'to', 'be', 'specific', ',', 'it', ""'s"", 'his', '30', '(', 'b', ')', '(', '6', ')', 'deposition', '.']",TR,0.0,[],,,,,,
18.0,THE COURT:, And I believe that is 85 or 86 here.,Hill,Civil,Trial,2022-05-17, And I believe that is 85 or 86 here.,"['And', 'I', 'believe', 'that', 'is', '85', 'or', '86', 'here', '.']",TR,1.0,"[{'text': '85 or 86', 'score': 0.708, 'start_pos': 23, 'end_pos': 31}]","['O', 'O', 'O', 'O', 'O', 'B-DATE', 'I-DATE', 'E-DATE', 'O']",,,,,
19.0,,Which date is that one?,Hill,Civil,Trial,2022-05-17,Which date is that one?,"['Which', 'date', 'is', 'that', 'one', '?']",UNLABELED,0.0,[],,,,,,
20.0,MR. GUTSHALL:," April 30th, '21.",Hill,Civil,Trial,2022-05-17," April 30th, '21.","['April', '30th', ',', ""'21"", '.']",TST,1.0,"[{'text': ""April 30th, '21"", 'score': 0.826, 'start_pos': 1, 'end_pos': 16}]","['B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']","['B-DATE', 'I-DATE', 'I-DATE', 'I-DATE', 'E-DATE', 'O']","xxxApril 30th, '21xxx.",2021-04-30 00:00:00,,
21.0,THE COURT:," I don't know if your microphone's on, Ms. Howe.",Hill,Civil,Trial,2022-05-17," I don't know if your microphone's on, Ms. Howe.","['I', 'do', ""n't"", 'know', 'if', 'your', 'microphone', ""'s"", 'on', ',', 'Ms.', 'Howe', '.']",UNLABELED,0.0,[],,,,,,
22.0,MS. HOWE:, I'm sorry.,Hill,Civil,Trial,2022-05-17, I'm sorry.,"['I', ""'m"", 'sorry', '.']",UNUSED,0.0,[],,,,,,
23.0,THE COURT:, That's okay.,Hill,Civil,Trial,2022-05-17, That's okay.,"['That', ""'s"", 'okay', '.']",UNLABELED,0.0,[],,,,,,
24.0,MS. HOWE:, April 30th.,Hill,Civil,Trial,2022-05-17, April 30th.,"['April', '30th', '.']",TR,1.0,"[{'text': 'April 30th', 'score': 0.694, 'start_pos': 1, 'end_pos': 11}]","['B-DATE', 'E-DATE']",,,,,
25.0,,Can you hear me?,Hill,Civil,Trial,2022-05-17,Can you hear me?,"['Can', 'you', 'hear', 'me', '?']",UNLABELED,0.0,[],,,,,,
26.0,THE COURT:, Yeah.,Hill,Civil,Trial,2022-05-17, Yeah.,"['Yeah', '.']",UNUSED,0.0,[],,,,,,
27.0,,"So that's Ms. Howe, and Mr. Gutshall is here on behalf of plaintiff.",Hill,Civil,Trial,2022-05-17,"So that's Ms. Howe, and Mr. Gutshall is here on behalf of plaintiff.","['So', 'that', ""'s"", 'Ms.', 'Howe', ',', 'and', 'Mr.', 'Gutshall', 'is', 'here', 'on', 'behalf', 'of', 'plaintiff', '.']",UNLABELED,0.0,[],,,,,,
28.0,,All right.,Hill,Civil,Trial,2022-05-17,All right.,"['All', 'right', '.']",UNUSED,0.0,[],,,,,,
29.0,,So I've got that.,Hill,Civil,Trial,2022-05-17,So I've got that.,"['So', 'I', ""'ve"", 'got', 'that', '.']",UNLABELED,0.0,[],,,,,,
30.0,,And I'm not sure where we're at in terms of designations.,Hill,Civil,Trial,2022-05-17,And I'm not sure where we're at in terms of designations.,"['And', 'I', ""'m"", 'not', 'sure', 'where', 'we', ""'re"", 'at', 'in', 'terms', 'of', 'designations', '.']",UNLABELED,0.0,[],,,,,,
31.0,,"You all have exchanged where you're at, you think, and you've done some clean-up, and so now we're down to, hopefully, the brass tacks; right?",Hill,Civil,Trial,2022-05-17,"You all have exchanged where you're at, you think, and you've done some clean-up, and so now we're down to, hopefully, the brass tacks; right?","['You', 'all', 'have', 'exchanged', 'where', 'you', ""'re"", 'at', ',', 'you', 'think', ',', 'and', 'you', ""'ve"", 'done', 'some', 'clean-up', ',', 'and', 'so', 'now', 'we', ""'re"", 'down', 'to', ',', 'hopefully', ',', 'the', 'brass', 'tacks', ';', 'right', '?']",UNLABELED,0.0,[],,,,,,
32.0,MR. GUTSHALL:, Correct.,Hill,Civil,Trial,2022-05-17, Correct.,"['Correct', '.']",UNUSED,0.0,[],,,,,,
33.0,MS. HOWE:," Your Honor, just before I start to go line-by-line, a lot of these designations you've already excluded in our motions in limine.",Hill,Civil,Trial,2022-05-17," Your Honor, just before I start to go line-by-line, a lot of these designations you've already excluded in our motions in limine.","['Your', 'Honor', ',', 'just', 'before', 'I', 'start', 'to', 'go', 'line-by-line', ',', 'a', 'lot', 'of', 'these', 'designations', 'you', ""'ve"", 'already', 'excluded', 'in', 'our', 'motions', 'in', 'limine', '.']",UNLABELED,0.0,[],,,,,,
34.0,,"A lot of them go to cost, which you've already excluded.",Hill,Civil,Trial,2022-05-17,"A lot of them go to cost, which you've already excluded.","['A', 'lot', 'of', 'them', 'go', 'to', 'cost', ',', 'which', 'you', ""'ve"", 'already', 'excluded', '.']",UNLABELED,0.0,[],,,,,,
35.0,,A lot of them go to the Monell claims that you've already included  excluded.,Hill,Civil,Trial,2022-05-17,A lot of them go to the Monell claims that you've already included excluded.,"['A', 'lot', 'of', 'them', 'go', 'to', 'the', 'Monell', 'claims', 'that', 'you', ""'ve"", 'already', 'included', 'excluded', '.']",UNLABELED,0.0,[],,,,,,
36.0,,They also go to complaints that you've already excluded.,Hill,Civil,Trial,2022-05-17,They also go to complaints that you've already excluded.,"['They', 'also', 'go', 'to', 'complaints', 'that', 'you', ""'ve"", 'already', 'excluded', '.']",UNLABELED,0.0,[],,,,,,
37.0,,They go to a lay witness testifying about expert opinions.,Hill,Civil,Trial,2022-05-17,They go to a lay witness testifying about expert opinions.,"['They', 'go', 'to', 'a', 'lay', 'witness', 'testifying', 'about', 'expert', 'opinions', '.']",UNLABELED,0.0,[],,,,,,
38.0,,That's been excluded.,Hill,Civil,Trial,2022-05-17,That's been excluded.,"['That', ""'s"", 'been', 'excluded', '.']",UNLABELED,0.0,[],,,,,,
39.0,,They go to Eighth Amendment and what needs to be proved in an Eighth Amendment.,Hill,Civil,Trial,2022-05-17,They go to Eighth Amendment and what needs to be proved in an Eighth Amendment.,"['They', 'go', 'to', 'Eighth', 'Amendment', 'and', 'what', 'needs', 'to', 'be', 'proved', 'in', 'an', 'Eighth', 'Amendment', '.']",UNLABELED,0.0,[],,,,,,
40.0,,That's already been excluded.,Hill,Civil,Trial,2022-05-17,That's already been excluded.,"['That', ""'s"", 'already', 'been', 'excluded', '.']",UNLABELED,0.0,[],,,,,,
41.0,,Most of the stuff that you have allowed regarding Taylor has already gotten in through his individual.,Hill,Civil,Trial,2022-05-17,Most of the stuff that you have allowed regarding Taylor has already gotten in through his individual.,"['Most', 'of', 'the', 'stuff', 'that', 'you', 'have', 'allowed', 'regarding', 'Taylor', 'has', 'already', 'gotten', 'in', 'through', 'his', 'individual', '.']",UNLABELED,0.0,[],,,,,,
42.0,,We can start with the lines but I just wanted to preface it with that.,Hill,Civil,Trial,2022-05-17,We can start with the lines but I just wanted to preface it with that.,"['We', 'can', 'start', 'with', 'the', 'lines', 'but', 'I', 'just', 'wanted', 'to', 'preface', 'it', 'with', 'that', '.']",UNLABELED,0.0,[],,,,,,
43.0,,"Your Honor, we can start with page 59.",Hill,Civil,Trial,2022-05-17,"Your Honor, we can start with page 59.","['Your', 'Honor', ',', 'we', 'can', 'start', 'with', 'page', '59', '.']",UNLABELED,0.0,[],,,,,,
44.0,,Let me know when you're there.,Hill,Civil,Trial,2022-05-17,Let me know when you're there.,"['Let', 'me', 'know', 'when', 'you', ""'re"", 'there', '.']",UNLABELED,0.0,[],,,,,,
45.0,MR. GUTSHALL:," Your Honor, if I may just briefly address that.",Hill,Civil,Trial,2022-05-17," Your Honor, if I may just briefly address that.","['Your', 'Honor', ',', 'if', 'I', 'may', 'just', 'briefly', 'address', 'that', '.']",UNLABELED,0.0,[],,,,,,
46.0,THE COURT:," Sure, that's fine.",Hill,Civil,Trial,2022-05-17," Sure, that's fine.","['Sure', ',', 'that', ""'s"", 'fine', '.']",UNLABELED,0.0,[],,,,,,
47.0,MR. GUTSHALL:," I mean we've been through this deposition at least three times trying to cull out things that we believe have been excluded, and I think we've done that the best we can.",Hill,Civil,Trial,2022-05-17," I mean we've been through this deposition at least three times trying to cull out things that we believe have been excluded, and I think we've done that the best we can.","['I', 'mean', 'we', ""'ve"", 'been', 'through', 'this', 'deposition', 'at', 'least', 'three', 'times', 'trying', 'to', 'cull', 'out', 'things', 'that', 'we', 'believe', 'have', 'been', 'excluded', ',', 'and', 'I', 'think', 'we', ""'ve"", 'done', 'that', 'the', 'best', 'we', 'can', '.']",UNLABELED,0.0,[],,,,,,
48.0,,There's some that we believe strongly do come in.,Hill,Civil,Trial,2022-05-17,There's some that we believe strongly do come in.,"['There', ""'s"", 'some', 'that', 'we', 'believe', 'strongly', 'do', 'come', 'in', '.']",UNLABELED,0.0,[],,,,,,
49.0,,There's others that are a little more questionable that we'd like your guidance on here today.,Hill,Civil,Trial,2022-05-17,There's others that are a little more questionable that we'd like your guidance on here today.,"['There', ""'s"", 'others', 'that', 'are', 'a', 'little', 'more', 'questionable', 'that', 'we', ""'d"", 'like', 'your', 'guidance', 'on', 'here', 'today', '.']",TR,1.0,"[{'text': 'today', 'score': 0.988, 'start_pos': 88, 'end_pos': 93}]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'S-DATE']",,,,,
50.0,,"I will say, just as a reminder, you know, Lieutenant Taylor is the individual on behalf of the jail who requested the second opinion.",Hill,Civil,Trial,2022-05-17,"I will say, just as a reminder, you know, Lieutenant Taylor is the individual on behalf of the jail who requested the second opinion.","['I', 'will', 'say', ',', 'just', 'as', 'a', 'reminder', ',', 'you', 'know', ',', 'Lieutenant', 'Taylor', 'is', 'the', 'individual', 'on', 'behalf', 'of', 'the', 'jail', 'who', 'requested', 'the', 'second', 'opinion', '.']",TR,0.0,[],,,,,,
51.0,,"One of our positions is, you know, it was obvious to a lay person that a serious medical condition was at issue here.",Hill,Civil,Trial,2022-05-17,"One of our positions is, you know, it was obvious to a lay person that a serious medical condition was at issue here.","['One', 'of', 'our', 'positions', 'is', ',', 'you', 'know', ',', 'it', 'was', 'obvious', 'to', 'a', 'lay', 'person', 'that', 'a', 'serious', 'medical', 'condition', 'was', 'at', 'issue', 'here', '.']",UNLABELED,0.0,[],,,,,,
52.0,,"In this deposition though he is speaking for the jail, and so what the jail knew and when they knew it relative to whether or not it was obvious, I think is an important component.",Hill,Civil,Trial,2022-05-17,"In this deposition though he is speaking for the jail, and so what the jail knew and when they knew it relative to whether or not it was obvious, I think is an important component.","['In', 'this', 'deposition', 'though', 'he', 'is', 'speaking', 'for', 'the', 'jail', ',', 'and', 'so', 'what', 'the', 'jail', 'knew', 'and', 'when', 'they', 'knew', 'it', 'relative', 'to', 'whether', 'or', 'not', 'it', 'was', 'obvious', ',', 'I', 'think', 'is', 'an', 'important', 'component', '.']",UNLABELED,0.0,[],,,,,,
53.0,,But we'll address that as we start going through it.,Hill,Civil,Trial,2022-05-17,But we'll address that as we start going through it.,"['But', 'we', ""'ll"", 'address', 'that', 'as', 'we', 'start', 'going', 'through', 'it', '.']",UNLABELED,0.0,[],,,,,,
54.0,MS. HOWE:," And, Your Honor, real quick just regarding that.",Hill,Civil,Trial,2022-05-17," And, Your Honor, real quick just regarding that.","['And', ',', 'Your', 'Honor', ',', 'real', 'quick', 'just', 'regarding', 'that', '.']",UNLABELED,0.0,[],,,,,,
55.0,,"The jail witnesses have all testified, are going to testify regarding what they perceived.",Hill,Civil,Trial,2022-05-17,"The jail witnesses have all testified, are going to testify regarding what they perceived.","['The', 'jail', 'witnesses', 'have', 'all', 'testified', ',', 'are', 'going', 'to', 'testify', 'regarding', 'what', 'they', 'perceived', '.']",UNLABELED,0.0,[],,,,,,
56.0,,"Mr. -Lieutenant Taylor, I'm not sure he even ever saw Mr. Hill, and if he did, it was on a minimal occasion.",Hill,Civil,Trial,2022-05-17,"Mr. -Lieutenant Taylor, I'm not sure he even ever saw Mr. Hill, and if he did, it was on a minimal occasion.","['Mr.', '-Lieutenant', 'Taylor', ',', 'I', ""'m"", 'not', 'sure', 'he', 'even', 'ever', 'saw', 'Mr.', 'Hill', ',', 'and', 'if', 'he', 'did', ',', 'it', 'was', 'on', 'a', 'minimal', 'occasion', '.']",UNLABELED,0.0,[],,,,,,
57.0,,"He was provided  in his deposition, if you read this 30(b)(6), you would show they culled out specific documents and then had him testify about just those documents.",Hill,Civil,Trial,2022-05-17,"He was provided in his deposition, if you read this 30(b)(6), you would show they culled out specific documents and then had him testify about just those documents.","['He', 'was', 'provided', 'in', 'his', 'deposition', ',', 'if', 'you', 'read', 'this', '30', '(', 'b', ')', '(', '6', ')', ',', 'you', 'would', 'show', 'they', 'culled', 'out', 'specific', 'documents', 'and', 'then', 'had', 'him', 'testify', 'about', 'just', 'those', 'documents', '.']",TST,0.0,[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","He was provided  in his deposition, if you read this 30(b)(6), you would show they culled out specific documents and then had him testify about just those documents.",,,
58.0,,He never read any of the medical records.,Hill,Civil,Trial,2022-05-17,He never read any of the medical records.,"['He', 'never', 'read', 'any', 'of', 'the', 'medical', 'records', '.']",UNLABELED,0.0,[],,,,,,
59.0,,He never saw any of the care.,Hill,Civil,Trial,2022-05-17,He never saw any of the care.,"['He', 'never', 'saw', 'any', 'of', 'the', 'care', '.']",UNLABELED,0.0,[],,,,,,
60.0,,He never was the one that perceived Mr. Hill.,Hill,Civil,Trial,2022-05-17,He never was the one that perceived Mr. Hill.,"['He', 'never', 'was', 'the', 'one', 'that', 'perceived', 'Mr.', 'Hill', '.']",UNLABELED,0.0,[],,,,,,
61.0,,He was talking about what he was shown during the deposition.,Hill,Civil,Trial,2022-05-17,He was talking about what he was shown during the deposition.,"['He', 'was', 'talking', 'about', 'what', 'he', 'was', 'shown', 'during', 'the', 'deposition', '.']",UNLABELED,0.0,[],,,,,,
62.0,,But we can start.,Hill,Civil,Trial,2022-05-17,But we can start.,"['But', 'we', 'can', 'start', '.']",UNLABELED,0.0,[],,,,,,
63.0,,"It's 59, line 14 through 50  or through 60, line 14.",Hill,Civil,Trial,2022-05-17,"It's 59, line 14 through 50 or through 60, line 14.","['It', ""'s"", '59', ',', 'line', '14', 'through', '50', 'or', 'through', '60', ',', 'line', '14', '.']",TR,0.0,[],,,,,,
64.0,,"And, again, it's asking if the jail has to insure the health of an inmate doesn't deteriorate, and then whether they expect ACH to do certain things and not let an inmate  he's trying to change the standard of care.",Hill,Civil,Trial,2022-05-17,"And, again, it's asking if the jail has to insure the health of an inmate doesn't deteriorate, and then whether they expect ACH to do certain things and not let an inmate he's trying to change the standard of care.","['And', ',', 'again', ',', 'it', ""'s"", 'asking', 'if', 'the', 'jail', 'has', 'to', 'insure', 'the', 'health', 'of', 'an', 'inmate', 'does', ""n't"", 'deteriorate', ',', 'and', 'then', 'whether', 'they', 'expect', 'ACH', 'to', 'do', 'certain', 'things', 'and', 'not', 'let', 'an', 'inmate', 'he', ""'s"", 'trying', 'to', 'change', 'the', 'standard', 'of', 'care', '.']",UNLABELED,0.0,[],,,,,,
65.0,,You've already ruled on that.,Hill,Civil,Trial,2022-05-17,You've already ruled on that.,"['You', ""'ve"", 'already', 'ruled', 'on', 'that', '.']",UNLABELED,0.0,[],,,,,,
66.0,,He's also trying to give a lay opinion.,Hill,Civil,Trial,2022-05-17,He's also trying to give a lay opinion.,"['He', ""'s"", 'also', 'trying', 'to', 'give', 'a', 'lay', 'opinion', '.']",UNLABELED,0.0,[],,,,,,
67.0,,You've already ruled on that.,Hill,Civil,Trial,2022-05-17,You've already ruled on that.,"['You', ""'ve"", 'already', 'ruled', 'on', 'that', '.']",UNUSED,0.0,[],,,,,,
68.0,,"It's irrelevant, immaterial, and prejudicial.",Hill,Civil,Trial,2022-05-17,"It's irrelevant, immaterial, and prejudicial.","['It', ""'s"", 'irrelevant', ',', 'immaterial', ',', 'and', 'prejudicial', '.']",UNLABELED,0.0,[],,,,,,
69.0,,It goes to Monell claims.,Hill,Civil,Trial,2022-05-17,It goes to Monell claims.,"['It', 'goes', 'to', 'Monell', 'claims', '.']",UNLABELED,0.0,[],,,,,,
70.0,,You've already ruled on that.,Hill,Civil,Trial,2022-05-17,You've already ruled on that.,"['You', ""'ve"", 'already', 'ruled', 'on', 'that', '.']",UNUSED,0.0,[],,,,,,
71.0,THE COURT:, Let me hear from Mr. Gutshall.,Hill,Civil,Trial,2022-05-17, Let me hear from Mr. Gutshall.,"['Let', 'me', 'hear', 'from', 'Mr.', 'Gutshall', '.']",UNLABELED,0.0,[],,,,,,
72.0,,"You're talking about the jail's duty here, so that's my concern is talking about the word ""duty.""",Hill,Civil,Trial,2022-05-17,"You're talking about the jail's duty here, so that's my concern is talking about the word ""duty.""","['You', ""'re"", 'talking', 'about', 'the', 'jail', ""'s"", 'duty', 'here', ',', 'so', 'that', ""'s"", 'my', 'concern', 'is', 'talking', 'about', 'the', 'word', '``', 'duty', '.', ""''""]",UNLABELED,0.0,[],,,,,,
73.0,MR. GUTSHALL:, Yeah.,Hill,Civil,Trial,2022-05-17, Yeah.,"['Yeah', '.']",UNUSED,0.0,[],,,,,,
74.0,,And our basis for wanting or thinking that this testimony should be admissible is that the jail ultimately sought out a third-party review.,Hill,Civil,Trial,2022-05-17,And our basis for wanting or thinking that this testimony should be admissible is that the jail ultimately sought out a third-party review.,"['And', 'our', 'basis', 'for', 'wanting', 'or', 'thinking', 'that', 'this', 'testimony', 'should', 'be', 'admissible', 'is', 'that', 'the', 'jail', 'ultimately', 'sought', 'out', 'a', 'third-party', 'review', '.']",UNLABELED,0.0,[],,,,,,
